method,class_id,prompt,seed,ratio,beta,image_path,time_sec,peak_mem_gb
reliability_guided,160,a photo of a Afghan hound,1,0.5,0.005,generated/ours/class_0160_seed1_a_photo_of_a_Afghan_hound.png,3.0910,4.8920
reliability_guided,161,a photo of a basset,0,0.5,0.005,generated/ours/class_0161_seed0_a_photo_of_a_basset.png,3.0768,4.8920
reliability_guided,161,a photo of a basset,1,0.5,0.005,generated/ours/class_0161_seed1_a_photo_of_a_basset.png,3.0857,4.8920
reliability_guided,162,a photo of a beagle,0,0.5,0.005,generated/ours/class_0162_seed0_a_photo_of_a_beagle.png,3.0728,4.8920
reliability_guided,162,a photo of a beagle,1,0.5,0.005,generated/ours/class_0162_seed1_a_photo_of_a_beagle.png,3.0776,4.8920
reliability_guided,163,a photo of a bloodhound,0,0.5,0.005,generated/ours/class_0163_seed0_a_photo_of_a_bloodhound.png,3.0843,4.8920
reliability_guided,163,a photo of a bloodhound,1,0.5,0.005,generated/ours/class_0163_seed1_a_photo_of_a_bloodhound.png,3.0837,4.8920
reliability_guided,164,a photo of a bluetick,0,0.5,0.005,generated/ours/class_0164_seed0_a_photo_of_a_bluetick.png,3.0870,4.8920
reliability_guided,164,a photo of a bluetick,1,0.5,0.005,generated/ours/class_0164_seed1_a_photo_of_a_bluetick.png,3.0785,4.8920
reliability_guided,165,a photo of a black-and-tan coonhound,0,0.5,0.005,generated/ours/class_0165_seed0_a_photo_of_a_black-and-tan_coonhound.png,3.0893,4.8920
reliability_guided,165,a photo of a black-and-tan coonhound,1,0.5,0.005,generated/ours/class_0165_seed1_a_photo_of_a_black-and-tan_coonhound.png,3.0790,4.8920
reliability_guided,166,a photo of a Walker hound,0,0.5,0.005,generated/ours/class_0166_seed0_a_photo_of_a_Walker_hound.png,3.0808,4.8920
reliability_guided,166,a photo of a Walker hound,1,0.5,0.005,generated/ours/class_0166_seed1_a_photo_of_a_Walker_hound.png,3.0928,4.8920
reliability_guided,167,a photo of a English foxhound,0,0.5,0.005,generated/ours/class_0167_seed0_a_photo_of_a_English_foxhound.png,3.0888,4.8920
reliability_guided,167,a photo of a English foxhound,1,0.5,0.005,generated/ours/class_0167_seed1_a_photo_of_a_English_foxhound.png,3.0824,4.8920
reliability_guided,168,a photo of a redbone,0,0.5,0.005,generated/ours/class_0168_seed0_a_photo_of_a_redbone.png,3.0781,4.8920
reliability_guided,168,a photo of a redbone,1,0.5,0.005,generated/ours/class_0168_seed1_a_photo_of_a_redbone.png,3.0844,4.8920
reliability_guided,169,a photo of a borzoi,0,0.5,0.005,generated/ours/class_0169_seed0_a_photo_of_a_borzoi.png,3.0816,4.8920
reliability_guided,169,a photo of a borzoi,1,0.5,0.005,generated/ours/class_0169_seed1_a_photo_of_a_borzoi.png,3.0824,4.8920
reliability_guided,170,a photo of a Irish wolfhound,0,0.5,0.005,generated/ours/class_0170_seed0_a_photo_of_a_Irish_wolfhound.png,3.0861,4.8920
reliability_guided,170,a photo of a Irish wolfhound,1,0.5,0.005,generated/ours/class_0170_seed1_a_photo_of_a_Irish_wolfhound.png,3.0799,4.8920
reliability_guided,171,a photo of a Italian greyhound,0,0.5,0.005,generated/ours/class_0171_seed0_a_photo_of_a_Italian_greyhound.png,3.0850,4.8920
reliability_guided,171,a photo of a Italian greyhound,1,0.5,0.005,generated/ours/class_0171_seed1_a_photo_of_a_Italian_greyhound.png,3.0774,4.8920
reliability_guided,172,a photo of a whippet,0,0.5,0.005,generated/ours/class_0172_seed0_a_photo_of_a_whippet.png,3.0847,4.8920
reliability_guided,172,a photo of a whippet,1,0.5,0.005,generated/ours/class_0172_seed1_a_photo_of_a_whippet.png,3.0780,4.8920
reliability_guided,173,a photo of a Ibizan hound,0,0.5,0.005,generated/ours/class_0173_seed0_a_photo_of_a_Ibizan_hound.png,3.0757,4.8920
reliability_guided,173,a photo of a Ibizan hound,1,0.5,0.005,generated/ours/class_0173_seed1_a_photo_of_a_Ibizan_hound.png,3.0952,4.8920
reliability_guided,174,a photo of a Norwegian elkhound,0,0.5,0.005,generated/ours/class_0174_seed0_a_photo_of_a_Norwegian_elkhound.png,3.0811,4.8920
reliability_guided,174,a photo of a Norwegian elkhound,1,0.5,0.005,generated/ours/class_0174_seed1_a_photo_of_a_Norwegian_elkhound.png,3.0935,4.8920
reliability_guided,175,a photo of a otterhound,0,0.5,0.005,generated/ours/class_0175_seed0_a_photo_of_a_otterhound.png,3.0763,4.8920
reliability_guided,175,a photo of a otterhound,1,0.5,0.005,generated/ours/class_0175_seed1_a_photo_of_a_otterhound.png,3.0804,4.8920
reliability_guided,176,a photo of a Saluki,0,0.5,0.005,generated/ours/class_0176_seed0_a_photo_of_a_Saluki.png,3.0859,4.8920
reliability_guided,176,a photo of a Saluki,1,0.5,0.005,generated/ours/class_0176_seed1_a_photo_of_a_Saluki.png,3.0811,4.8920
reliability_guided,177,a photo of a Scottish deerhound,0,0.5,0.005,generated/ours/class_0177_seed0_a_photo_of_a_Scottish_deerhound.png,3.0847,4.8920
reliability_guided,177,a photo of a Scottish deerhound,1,0.5,0.005,generated/ours/class_0177_seed1_a_photo_of_a_Scottish_deerhound.png,3.0796,4.8920
reliability_guided,178,a photo of a Weimaraner,0,0.5,0.005,generated/ours/class_0178_seed0_a_photo_of_a_Weimaraner.png,3.0884,4.8920
reliability_guided,178,a photo of a Weimaraner,1,0.5,0.005,generated/ours/class_0178_seed1_a_photo_of_a_Weimaraner.png,3.0811,4.8920
reliability_guided,179,a photo of a Staffordshire bullterrier,0,0.5,0.005,generated/ours/class_0179_seed0_a_photo_of_a_Staffordshire_bullterrier.png,3.0765,4.8920
reliability_guided,179,a photo of a Staffordshire bullterrier,1,0.5,0.005,generated/ours/class_0179_seed1_a_photo_of_a_Staffordshire_bullterrier.png,3.0835,4.8920
reliability_guided,180,a photo of a American Staffordshire terrier,0,0.5,0.005,generated/ours/class_0180_seed0_a_photo_of_a_American_Staffordshire_terrier.png,3.0814,4.8920
reliability_guided,180,a photo of a American Staffordshire terrier,1,0.5,0.005,generated/ours/class_0180_seed1_a_photo_of_a_American_Staffordshire_terrier.png,3.0846,4.8920
reliability_guided,181,a photo of a Bedlington terrier,0,0.5,0.005,generated/ours/class_0181_seed0_a_photo_of_a_Bedlington_terrier.png,3.0800,4.8920
reliability_guided,181,a photo of a Bedlington terrier,1,0.5,0.005,generated/ours/class_0181_seed1_a_photo_of_a_Bedlington_terrier.png,3.0818,4.8920
reliability_guided,182,a photo of a Border terrier,0,0.5,0.005,generated/ours/class_0182_seed0_a_photo_of_a_Border_terrier.png,3.0765,4.8920
reliability_guided,182,a photo of a Border terrier,1,0.5,0.005,generated/ours/class_0182_seed1_a_photo_of_a_Border_terrier.png,3.0866,4.8920
reliability_guided,183,a photo of a Kerry blue terrier,0,0.5,0.005,generated/ours/class_0183_seed0_a_photo_of_a_Kerry_blue_terrier.png,3.0835,4.8920
reliability_guided,183,a photo of a Kerry blue terrier,1,0.5,0.005,generated/ours/class_0183_seed1_a_photo_of_a_Kerry_blue_terrier.png,3.0793,4.8920
reliability_guided,184,a photo of a Irish terrier,0,0.5,0.005,generated/ours/class_0184_seed0_a_photo_of_a_Irish_terrier.png,3.0831,4.8920
reliability_guided,184,a photo of a Irish terrier,1,0.5,0.005,generated/ours/class_0184_seed1_a_photo_of_a_Irish_terrier.png,3.0957,4.8920
reliability_guided,185,a photo of a Norfolk terrier,0,0.5,0.005,generated/ours/class_0185_seed0_a_photo_of_a_Norfolk_terrier.png,3.0950,4.8920
reliability_guided,185,a photo of a Norfolk terrier,1,0.5,0.005,generated/ours/class_0185_seed1_a_photo_of_a_Norfolk_terrier.png,3.0799,4.8920
reliability_guided,186,a photo of a Norwich terrier,0,0.5,0.005,generated/ours/class_0186_seed0_a_photo_of_a_Norwich_terrier.png,3.0863,4.8920
reliability_guided,186,a photo of a Norwich terrier,1,0.5,0.005,generated/ours/class_0186_seed1_a_photo_of_a_Norwich_terrier.png,3.0827,4.8920
reliability_guided,187,a photo of a Yorkshire terrier,0,0.5,0.005,generated/ours/class_0187_seed0_a_photo_of_a_Yorkshire_terrier.png,3.0808,4.8920
reliability_guided,187,a photo of a Yorkshire terrier,1,0.5,0.005,generated/ours/class_0187_seed1_a_photo_of_a_Yorkshire_terrier.png,3.0890,4.8920
reliability_guided,188,a photo of a wire-haired fox terrier,0,0.5,0.005,generated/ours/class_0188_seed0_a_photo_of_a_wire-haired_fox_terrier.png,3.0768,4.8920
reliability_guided,188,a photo of a wire-haired fox terrier,1,0.5,0.005,generated/ours/class_0188_seed1_a_photo_of_a_wire-haired_fox_terrier.png,3.0857,4.8920
reliability_guided,189,a photo of a Lakeland terrier,0,0.5,0.005,generated/ours/class_0189_seed0_a_photo_of_a_Lakeland_terrier.png,3.0847,4.8920
reliability_guided,189,a photo of a Lakeland terrier,1,0.5,0.005,generated/ours/class_0189_seed1_a_photo_of_a_Lakeland_terrier.png,3.0879,4.8920
reliability_guided,190,a photo of a Sealyham terrier,0,0.5,0.005,generated/ours/class_0190_seed0_a_photo_of_a_Sealyham_terrier.png,3.0855,4.8920
reliability_guided,190,a photo of a Sealyham terrier,1,0.5,0.005,generated/ours/class_0190_seed1_a_photo_of_a_Sealyham_terrier.png,3.0804,4.8920
reliability_guided,191,a photo of a Airedale,0,0.5,0.005,generated/ours/class_0191_seed0_a_photo_of_a_Airedale.png,3.0895,4.8920
reliability_guided,191,a photo of a Airedale,1,0.5,0.005,generated/ours/class_0191_seed1_a_photo_of_a_Airedale.png,3.0820,4.8920
reliability_guided,192,a photo of a cairn,0,0.5,0.005,generated/ours/class_0192_seed0_a_photo_of_a_cairn.png,3.0869,4.8920
reliability_guided,192,a photo of a cairn,1,0.5,0.005,generated/ours/class_0192_seed1_a_photo_of_a_cairn.png,3.0810,4.8920
reliability_guided,193,a photo of a Australian terrier,0,0.5,0.005,generated/ours/class_0193_seed0_a_photo_of_a_Australian_terrier.png,3.0831,4.8920
reliability_guided,193,a photo of a Australian terrier,1,0.5,0.005,generated/ours/class_0193_seed1_a_photo_of_a_Australian_terrier.png,3.0882,4.8920
reliability_guided,194,a photo of a Dandie Dinmont,0,0.5,0.005,generated/ours/class_0194_seed0_a_photo_of_a_Dandie_Dinmont.png,3.0948,4.8920
reliability_guided,194,a photo of a Dandie Dinmont,1,0.5,0.005,generated/ours/class_0194_seed1_a_photo_of_a_Dandie_Dinmont.png,3.1267,4.8920
reliability_guided,195,a photo of a Boston bull,0,0.5,0.005,generated/ours/class_0195_seed0_a_photo_of_a_Boston_bull.png,3.0752,4.8920
reliability_guided,195,a photo of a Boston bull,1,0.5,0.005,generated/ours/class_0195_seed1_a_photo_of_a_Boston_bull.png,3.0901,4.8920
reliability_guided,196,a photo of a miniature schnauzer,0,0.5,0.005,generated/ours/class_0196_seed0_a_photo_of_a_miniature_schnauzer.png,3.1254,4.8920
reliability_guided,196,a photo of a miniature schnauzer,1,0.5,0.005,generated/ours/class_0196_seed1_a_photo_of_a_miniature_schnauzer.png,3.1067,4.8920
reliability_guided,197,a photo of a giant schnauzer,0,0.5,0.005,generated/ours/class_0197_seed0_a_photo_of_a_giant_schnauzer.png,3.0842,4.8920
reliability_guided,197,a photo of a giant schnauzer,1,0.5,0.005,generated/ours/class_0197_seed1_a_photo_of_a_giant_schnauzer.png,3.1105,4.8920
reliability_guided,198,a photo of a standard schnauzer,0,0.5,0.005,generated/ours/class_0198_seed0_a_photo_of_a_standard_schnauzer.png,3.1101,4.8920
reliability_guided,198,a photo of a standard schnauzer,1,0.5,0.005,generated/ours/class_0198_seed1_a_photo_of_a_standard_schnauzer.png,3.0828,4.8920
reliability_guided,199,a photo of a Scotch terrier,0,0.5,0.005,generated/ours/class_0199_seed0_a_photo_of_a_Scotch_terrier.png,3.0838,4.8920
reliability_guided,199,a photo of a Scotch terrier,1,0.5,0.005,generated/ours/class_0199_seed1_a_photo_of_a_Scotch_terrier.png,3.0917,4.8920
reliability_guided,200,a photo of a Tibetan terrier,0,0.5,0.005,generated/ours/class_0200_seed0_a_photo_of_a_Tibetan_terrier.png,3.0800,4.8920
reliability_guided,200,a photo of a Tibetan terrier,1,0.5,0.005,generated/ours/class_0200_seed1_a_photo_of_a_Tibetan_terrier.png,3.0887,4.8920
reliability_guided,201,a photo of a silky terrier,0,0.5,0.005,generated/ours/class_0201_seed0_a_photo_of_a_silky_terrier.png,3.0864,4.8920
reliability_guided,201,a photo of a silky terrier,1,0.5,0.005,generated/ours/class_0201_seed1_a_photo_of_a_silky_terrier.png,3.0924,4.8920
reliability_guided,202,a photo of a soft-coated wheaten terrier,0,0.5,0.005,generated/ours/class_0202_seed0_a_photo_of_a_soft-coated_wheaten_terrier.png,3.0801,4.8920
reliability_guided,202,a photo of a soft-coated wheaten terrier,1,0.5,0.005,generated/ours/class_0202_seed1_a_photo_of_a_soft-coated_wheaten_terrier.png,3.0872,4.8920
reliability_guided,203,a photo of a West Highland white terrier,0,0.5,0.005,generated/ours/class_0203_seed0_a_photo_of_a_West_Highland_white_terrier.png,3.0867,4.8920
reliability_guided,203,a photo of a West Highland white terrier,1,0.5,0.005,generated/ours/class_0203_seed1_a_photo_of_a_West_Highland_white_terrier.png,3.0818,4.8920
reliability_guided,204,a photo of a Lhasa,0,0.5,0.005,generated/ours/class_0204_seed0_a_photo_of_a_Lhasa.png,3.0884,4.8920
reliability_guided,204,a photo of a Lhasa,1,0.5,0.005,generated/ours/class_0204_seed1_a_photo_of_a_Lhasa.png,3.0768,4.8920
reliability_guided,205,a photo of a flat-coated retriever,0,0.5,0.005,generated/ours/class_0205_seed0_a_photo_of_a_flat-coated_retriever.png,3.0882,4.8920
reliability_guided,205,a photo of a flat-coated retriever,1,0.5,0.005,generated/ours/class_0205_seed1_a_photo_of_a_flat-coated_retriever.png,3.0839,4.8920
reliability_guided,206,a photo of a curly-coated retriever,0,0.5,0.005,generated/ours/class_0206_seed0_a_photo_of_a_curly-coated_retriever.png,3.0799,4.8920
reliability_guided,206,a photo of a curly-coated retriever,1,0.5,0.005,generated/ours/class_0206_seed1_a_photo_of_a_curly-coated_retriever.png,3.0902,4.8920
reliability_guided,207,a photo of a golden retriever,0,0.5,0.005,generated/ours/class_0207_seed0_a_photo_of_a_golden_retriever.png,3.0794,4.8920
reliability_guided,207,a photo of a golden retriever,1,0.5,0.005,generated/ours/class_0207_seed1_a_photo_of_a_golden_retriever.png,3.0866,4.8920
reliability_guided,208,a photo of a Labrador retriever,0,0.5,0.005,generated/ours/class_0208_seed0_a_photo_of_a_Labrador_retriever.png,3.0783,4.8920
reliability_guided,208,a photo of a Labrador retriever,1,0.5,0.005,generated/ours/class_0208_seed1_a_photo_of_a_Labrador_retriever.png,3.0852,4.8920
reliability_guided,209,a photo of a Chesapeake Bay retriever,0,0.5,0.005,generated/ours/class_0209_seed0_a_photo_of_a_Chesapeake_Bay_retriever.png,3.0791,4.8920
reliability_guided,209,a photo of a Chesapeake Bay retriever,1,0.5,0.005,generated/ours/class_0209_seed1_a_photo_of_a_Chesapeake_Bay_retriever.png,3.0857,4.8920
reliability_guided,210,a photo of a German short-haired pointer,0,0.5,0.005,generated/ours/class_0210_seed0_a_photo_of_a_German_short-haired_pointer.png,3.0889,4.8920
reliability_guided,210,a photo of a German short-haired pointer,1,0.5,0.005,generated/ours/class_0210_seed1_a_photo_of_a_German_short-haired_pointer.png,3.0791,4.8920
reliability_guided,211,a photo of a vizsla,0,0.5,0.005,generated/ours/class_0211_seed0_a_photo_of_a_vizsla.png,3.0811,4.8920
reliability_guided,211,a photo of a vizsla,1,0.5,0.005,generated/ours/class_0211_seed1_a_photo_of_a_vizsla.png,3.0796,4.8920
reliability_guided,212,a photo of a English setter,0,0.5,0.005,generated/ours/class_0212_seed0_a_photo_of_a_English_setter.png,3.0837,4.8920
reliability_guided,212,a photo of a English setter,1,0.5,0.005,generated/ours/class_0212_seed1_a_photo_of_a_English_setter.png,3.0751,4.8920
reliability_guided,213,a photo of a Irish setter,0,0.5,0.005,generated/ours/class_0213_seed0_a_photo_of_a_Irish_setter.png,3.0839,4.8920
reliability_guided,213,a photo of a Irish setter,1,0.5,0.005,generated/ours/class_0213_seed1_a_photo_of_a_Irish_setter.png,3.0858,4.8920
reliability_guided,214,a photo of a Gordon setter,0,0.5,0.005,generated/ours/class_0214_seed0_a_photo_of_a_Gordon_setter.png,3.0775,4.8920
reliability_guided,214,a photo of a Gordon setter,1,0.5,0.005,generated/ours/class_0214_seed1_a_photo_of_a_Gordon_setter.png,3.0842,4.8920
reliability_guided,215,a photo of a Brittany spaniel,0,0.5,0.005,generated/ours/class_0215_seed0_a_photo_of_a_Brittany_spaniel.png,3.0773,4.8920
reliability_guided,215,a photo of a Brittany spaniel,1,0.5,0.005,generated/ours/class_0215_seed1_a_photo_of_a_Brittany_spaniel.png,3.0840,4.8920
reliability_guided,216,a photo of a clumber,0,0.5,0.005,generated/ours/class_0216_seed0_a_photo_of_a_clumber.png,3.0826,4.8920
reliability_guided,216,a photo of a clumber,1,0.5,0.005,generated/ours/class_0216_seed1_a_photo_of_a_clumber.png,3.0813,4.8920
reliability_guided,217,a photo of a English springer,0,0.5,0.005,generated/ours/class_0217_seed0_a_photo_of_a_English_springer.png,3.0869,4.8920
reliability_guided,217,a photo of a English springer,1,0.5,0.005,generated/ours/class_0217_seed1_a_photo_of_a_English_springer.png,3.0767,4.8920
reliability_guided,218,a photo of a Welsh springer spaniel,0,0.5,0.005,generated/ours/class_0218_seed0_a_photo_of_a_Welsh_springer_spaniel.png,3.0807,4.8920
reliability_guided,218,a photo of a Welsh springer spaniel,1,0.5,0.005,generated/ours/class_0218_seed1_a_photo_of_a_Welsh_springer_spaniel.png,3.0808,4.8920
reliability_guided,219,a photo of a cocker spaniel,0,0.5,0.005,generated/ours/class_0219_seed0_a_photo_of_a_cocker_spaniel.png,3.0783,4.8920
reliability_guided,219,a photo of a cocker spaniel,1,0.5,0.005,generated/ours/class_0219_seed1_a_photo_of_a_cocker_spaniel.png,3.0841,4.8920
reliability_guided,220,a photo of a Sussex spaniel,0,0.5,0.005,generated/ours/class_0220_seed0_a_photo_of_a_Sussex_spaniel.png,3.0808,4.8920
reliability_guided,220,a photo of a Sussex spaniel,1,0.5,0.005,generated/ours/class_0220_seed1_a_photo_of_a_Sussex_spaniel.png,3.0820,4.8920
reliability_guided,221,a photo of a Irish water spaniel,0,0.5,0.005,generated/ours/class_0221_seed0_a_photo_of_a_Irish_water_spaniel.png,3.0781,4.8920
reliability_guided,221,a photo of a Irish water spaniel,1,0.5,0.005,generated/ours/class_0221_seed1_a_photo_of_a_Irish_water_spaniel.png,3.0839,4.8920
reliability_guided,222,a photo of a kuvasz,0,0.5,0.005,generated/ours/class_0222_seed0_a_photo_of_a_kuvasz.png,3.0787,4.8920
reliability_guided,222,a photo of a kuvasz,1,0.5,0.005,generated/ours/class_0222_seed1_a_photo_of_a_kuvasz.png,3.0816,4.8920
reliability_guided,223,a photo of a schipperke,0,0.5,0.005,generated/ours/class_0223_seed0_a_photo_of_a_schipperke.png,3.0827,4.8920
reliability_guided,223,a photo of a schipperke,1,0.5,0.005,generated/ours/class_0223_seed1_a_photo_of_a_schipperke.png,3.0805,4.8920
reliability_guided,224,a photo of a groenendael,0,0.5,0.005,generated/ours/class_0224_seed0_a_photo_of_a_groenendael.png,3.0847,4.8920
reliability_guided,224,a photo of a groenendael,1,0.5,0.005,generated/ours/class_0224_seed1_a_photo_of_a_groenendael.png,3.0802,4.8920
reliability_guided,225,a photo of a malinois,0,0.5,0.005,generated/ours/class_0225_seed0_a_photo_of_a_malinois.png,3.0779,4.8920
reliability_guided,225,a photo of a malinois,1,0.5,0.005,generated/ours/class_0225_seed1_a_photo_of_a_malinois.png,3.0814,4.8920
reliability_guided,226,a photo of a briard,0,0.5,0.005,generated/ours/class_0226_seed0_a_photo_of_a_briard.png,3.0806,4.8920
reliability_guided,226,a photo of a briard,1,0.5,0.005,generated/ours/class_0226_seed1_a_photo_of_a_briard.png,3.0827,4.8920
reliability_guided,227,a photo of a kelpie,0,0.5,0.005,generated/ours/class_0227_seed0_a_photo_of_a_kelpie.png,3.0745,4.8920
reliability_guided,227,a photo of a kelpie,1,0.5,0.005,generated/ours/class_0227_seed1_a_photo_of_a_kelpie.png,3.0810,4.8920
reliability_guided,228,a photo of a komondor,0,0.5,0.005,generated/ours/class_0228_seed0_a_photo_of_a_komondor.png,3.0810,4.8920
reliability_guided,228,a photo of a komondor,1,0.5,0.005,generated/ours/class_0228_seed1_a_photo_of_a_komondor.png,3.0846,4.8920
reliability_guided,229,a photo of a Old English sheepdog,0,0.5,0.005,generated/ours/class_0229_seed0_a_photo_of_a_Old_English_sheepdog.png,3.0781,4.8920
reliability_guided,229,a photo of a Old English sheepdog,1,0.5,0.005,generated/ours/class_0229_seed1_a_photo_of_a_Old_English_sheepdog.png,3.0800,4.8920
reliability_guided,230,a photo of a Shetland sheepdog,0,0.5,0.005,generated/ours/class_0230_seed0_a_photo_of_a_Shetland_sheepdog.png,3.0954,4.8920
reliability_guided,230,a photo of a Shetland sheepdog,1,0.5,0.005,generated/ours/class_0230_seed1_a_photo_of_a_Shetland_sheepdog.png,3.0798,4.8920
reliability_guided,231,a photo of a collie,0,0.5,0.005,generated/ours/class_0231_seed0_a_photo_of_a_collie.png,3.0857,4.8920
reliability_guided,231,a photo of a collie,1,0.5,0.005,generated/ours/class_0231_seed1_a_photo_of_a_collie.png,3.0783,4.8920
reliability_guided,232,a photo of a Border collie,0,0.5,0.005,generated/ours/class_0232_seed0_a_photo_of_a_Border_collie.png,3.0822,4.8920
reliability_guided,232,a photo of a Border collie,1,0.5,0.005,generated/ours/class_0232_seed1_a_photo_of_a_Border_collie.png,3.0861,4.8920
reliability_guided,233,a photo of a Bouvier des Flandres,0,0.5,0.005,generated/ours/class_0233_seed0_a_photo_of_a_Bouvier_des_Flandres.png,3.0800,4.8920
reliability_guided,233,a photo of a Bouvier des Flandres,1,0.5,0.005,generated/ours/class_0233_seed1_a_photo_of_a_Bouvier_des_Flandres.png,3.0854,4.8920
reliability_guided,234,a photo of a Rottweiler,0,0.5,0.005,generated/ours/class_0234_seed0_a_photo_of_a_Rottweiler.png,3.0764,4.8920
reliability_guided,234,a photo of a Rottweiler,1,0.5,0.005,generated/ours/class_0234_seed1_a_photo_of_a_Rottweiler.png,3.0833,4.8920
reliability_guided,235,a photo of a German shepherd,0,0.5,0.005,generated/ours/class_0235_seed0_a_photo_of_a_German_shepherd.png,3.0772,4.8920
reliability_guided,235,a photo of a German shepherd,1,0.5,0.005,generated/ours/class_0235_seed1_a_photo_of_a_German_shepherd.png,3.0838,4.8920
reliability_guided,236,a photo of a Doberman,0,0.5,0.005,generated/ours/class_0236_seed0_a_photo_of_a_Doberman.png,3.0831,4.8920
reliability_guided,236,a photo of a Doberman,1,0.5,0.005,generated/ours/class_0236_seed1_a_photo_of_a_Doberman.png,3.0803,4.8920
reliability_guided,237,a photo of a miniature pinscher,0,0.5,0.005,generated/ours/class_0237_seed0_a_photo_of_a_miniature_pinscher.png,3.0818,4.8920
reliability_guided,237,a photo of a miniature pinscher,1,0.5,0.005,generated/ours/class_0237_seed1_a_photo_of_a_miniature_pinscher.png,3.0801,4.8920
reliability_guided,238,a photo of a Greater Swiss Mountain dog,0,0.5,0.005,generated/ours/class_0238_seed0_a_photo_of_a_Greater_Swiss_Mountain_dog.png,3.0861,4.8920
reliability_guided,238,a photo of a Greater Swiss Mountain dog,1,0.5,0.005,generated/ours/class_0238_seed1_a_photo_of_a_Greater_Swiss_Mountain_dog.png,3.0785,4.8920
reliability_guided,239,a photo of a Bernese mountain dog,0,0.5,0.005,generated/ours/class_0239_seed0_a_photo_of_a_Bernese_mountain_dog.png,3.0832,4.8920
reliability_guided,239,a photo of a Bernese mountain dog,1,0.5,0.005,generated/ours/class_0239_seed1_a_photo_of_a_Bernese_mountain_dog.png,3.0814,4.8920
reliability_guided,240,a photo of a Appenzeller,0,0.5,0.005,generated/ours/class_0240_seed0_a_photo_of_a_Appenzeller.png,3.0757,4.8920
reliability_guided,240,a photo of a Appenzeller,1,0.5,0.005,generated/ours/class_0240_seed1_a_photo_of_a_Appenzeller.png,3.0848,4.8920
reliability_guided,241,a photo of a EntleBucher,0,0.5,0.005,generated/ours/class_0241_seed0_a_photo_of_a_EntleBucher.png,3.0797,4.8920
reliability_guided,241,a photo of a EntleBucher,1,0.5,0.005,generated/ours/class_0241_seed1_a_photo_of_a_EntleBucher.png,3.0808,4.8920
reliability_guided,242,a photo of a boxer,0,0.5,0.005,generated/ours/class_0242_seed0_a_photo_of_a_boxer.png,3.0822,4.8920
reliability_guided,242,a photo of a boxer,1,0.5,0.005,generated/ours/class_0242_seed1_a_photo_of_a_boxer.png,3.0878,4.8920
reliability_guided,243,a photo of a bull mastiff,0,0.5,0.005,generated/ours/class_0243_seed0_a_photo_of_a_bull_mastiff.png,3.0907,4.8920
reliability_guided,243,a photo of a bull mastiff,1,0.5,0.005,generated/ours/class_0243_seed1_a_photo_of_a_bull_mastiff.png,3.0818,4.8920
reliability_guided,244,a photo of a Tibetan mastiff,0,0.5,0.005,generated/ours/class_0244_seed0_a_photo_of_a_Tibetan_mastiff.png,3.0885,4.8920
reliability_guided,244,a photo of a Tibetan mastiff,1,0.5,0.005,generated/ours/class_0244_seed1_a_photo_of_a_Tibetan_mastiff.png,3.0828,4.8920
reliability_guided,245,a photo of a French bulldog,0,0.5,0.005,generated/ours/class_0245_seed0_a_photo_of_a_French_bulldog.png,3.0881,4.8920
reliability_guided,245,a photo of a French bulldog,1,0.5,0.005,generated/ours/class_0245_seed1_a_photo_of_a_French_bulldog.png,3.0871,4.8920
reliability_guided,246,a photo of a Great Dane,0,0.5,0.005,generated/ours/class_0246_seed0_a_photo_of_a_Great_Dane.png,3.0915,4.8920
reliability_guided,246,a photo of a Great Dane,1,0.5,0.005,generated/ours/class_0246_seed1_a_photo_of_a_Great_Dane.png,3.0911,4.8920
reliability_guided,247,a photo of a Saint Bernard,0,0.5,0.005,generated/ours/class_0247_seed0_a_photo_of_a_Saint_Bernard.png,3.0838,4.8920
reliability_guided,247,a photo of a Saint Bernard,1,0.5,0.005,generated/ours/class_0247_seed1_a_photo_of_a_Saint_Bernard.png,3.0901,4.8920
reliability_guided,248,a photo of a Eskimo dog,0,0.5,0.005,generated/ours/class_0248_seed0_a_photo_of_a_Eskimo_dog.png,3.0773,4.8920
reliability_guided,248,a photo of a Eskimo dog,1,0.5,0.005,generated/ours/class_0248_seed1_a_photo_of_a_Eskimo_dog.png,3.0858,4.8920
reliability_guided,249,a photo of a malamute,0,0.5,0.005,generated/ours/class_0249_seed0_a_photo_of_a_malamute.png,3.0858,4.8920
reliability_guided,249,a photo of a malamute,1,0.5,0.005,generated/ours/class_0249_seed1_a_photo_of_a_malamute.png,3.0832,4.8920
reliability_guided,250,a photo of a Siberian husky,0,0.5,0.005,generated/ours/class_0250_seed0_a_photo_of_a_Siberian_husky.png,3.0897,4.8920
reliability_guided,250,a photo of a Siberian husky,1,0.5,0.005,generated/ours/class_0250_seed1_a_photo_of_a_Siberian_husky.png,3.0832,4.8920
reliability_guided,251,a photo of a dalmatian,0,0.5,0.005,generated/ours/class_0251_seed0_a_photo_of_a_dalmatian.png,3.0872,4.8920
reliability_guided,251,a photo of a dalmatian,1,0.5,0.005,generated/ours/class_0251_seed1_a_photo_of_a_dalmatian.png,3.0986,4.8920
reliability_guided,252,a photo of a affenpinscher,0,0.5,0.005,generated/ours/class_0252_seed0_a_photo_of_a_affenpinscher.png,3.1121,4.8920
reliability_guided,252,a photo of a affenpinscher,1,0.5,0.005,generated/ours/class_0252_seed1_a_photo_of_a_affenpinscher.png,3.0814,4.8920
